state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,average_monthly_spend,customer_engagement_score,churn
South Dakota,97,415,no,no,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0.6726804123711341,174.34,False
New York,54,415,no,no,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1.480925925925926,203.97000000000003,True
Georgia,160,415,no,yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,0.37493750000000003,165.6,False
Texas,79,415,no,no,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,0.6213924050632911,121.88000000000001,False
West Virginia,92,415,no,yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,0.5831521739130435,150.81,False
Michigan,59,415,no,no,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,1.1635593220338982,179.48000000000002,False
North Dakota,132,510,no,no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,0.36060606060606054,125.25,False
Nebraska,21,510,no,no,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,3.4214285714285717,187.51999999999998,False
South Dakota,93,415,no,no,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0.6568817204301075,157.84,False
New Jersey,147,415,no,yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,0.4812244897959184,188.37,False
Alaska,101,510,no,no,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,0.6311881188118812,170.95999999999998,False
Connecticut,125,415,yes,no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,0.47967999999999994,151.42999999999998,True
Colorado,63,415,no,no,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,1.084126984126984,176.94,False
Maryland,107,415,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0.5927102803738318,155.73000000000002,False
North Dakota,110,408,no,no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0.5446363636363636,153.62,False
New Hampshire,83,415,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0.8473493975903614,178.96,False
Minnesota,117,408,no,no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0.5227350427350427,155.46999999999997,False
Kentucky,124,415,no,no,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,0.5396774193548387,175.03,False
New Hampshire,115,510,no,no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,0.4577391304347826,137.23000000000002,False
Colorado,156,408,yes,no,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,0.47333333333333333,193.09,False
Kentucky,89,408,no,no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,0.6276404494382022,144.10999999999999,False
Kentucky,72,415,no,no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,0.8443055555555555,158.33,False
Indiana,101,415,no,yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0.5927722772277229,160.05,False
Oregon,53,415,no,no,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,1.1533962264150943,156.03,False
South Dakota,116,408,no,no,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,0.440948275862069,129.65,False
Delaware,78,408,no,no,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,0.7180769230769231,143.21,False
Oregon,117,415,no,yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,0.5545299145299145,169.35000000000002,False
Nebraska,56,510,no,no,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0.8589285714285715,124.10000000000001,False
Ohio,123,408,no,yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,0.6167479674796748,203.16,False
Ohio,127,408,no,no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,0.4118897637795276,141.98000000000002,False
Arkansas,116,415,no,yes,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,0.6078448275862068,177.01000000000002,False
Kansas,138,510,no,yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,0.4647101449275362,172.23999999999995,False
Texas,120,415,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,0.5331666666666667,171.54,False
Wisconsin,102,408,no,no,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,0.5697058823529412,146.57,False
Oregon,95,415,no,no,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0.6143157894736843,147.01000000000002,False
Virginia,102,408,no,no,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0.52,139.46,False
Arkansas,89,415,no,yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0.7134831460674157,168.29,False
Connecticut,50,408,no,no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,1.4316,179.82999999999998,False
Ohio,93,415,no,yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,0.6848387096774192,176.42000000000002,False
Wyoming,68,510,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,0.9052941176470588,158.35000000000002,False
Illinois,70,408,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,0.9895714285714285,185.38,False
Missouri,138,415,no,yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,0.48297101449275365,177.26000000000002,False
,141,415,no,yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,0.41609929078014185,157.34000000000003,False
Massachusetts,112,415,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,0.5562499999999999,170.13,False
New Hampshire,117,510,yes,no,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,0.38487179487179496,131.23999999999998,True
Iowa,1,408,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,61.28,162.98999999999998,False
Alabama,70,415,no,no,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,0.8635714285714285,142.54,False
Oregon,87,510,no,yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0.6829885057471264,146.77,False
West Virginia,52,510,no,yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,0.9771153846153846,130.54,False
Washington,97,408,no,no,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,0.7921649484536083,195.68,True
Nevada,105,408,no,no,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,0.5573333333333333,146.20000000000002,False
South Carolina,77,510,no,yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,0.7315584415584415,155.16000000000003,True
North Carolina,80,415,yes,no,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,0.8372499999999998,171.68,True
New Hampshire,120,510,no,yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0.46241666666666664,150.42,False
Wyoming,54,408,no,yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,0.9542592592592594,143.27,False
Florida,148,510,yes,no,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,0.3375675675675676,128.02,False
Pennsylvania,119,408,no,no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,0.6374789915966387,186.49000000000004,True
North Carolina,162,408,no,yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,0.3774691358024691,165.3,True
Missouri,85,510,no,no,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,0.6324705882352942,138.4,True
Kansas,101,510,no,yes,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,0.5294059405940594,139.51999999999998,False
Kentucky,172,415,no,no,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,0.3627906976744186,168.27,False
Delaware,80,415,no,no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,0.7736250000000001,158.03,False
Wisconsin,67,510,no,no,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,0.5625373134328358,97.03000000000003,False
Colorado,86,408,no,no,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,0.7411627906976744,174.81,False
New Mexico,107,415,no,no,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,0.7157943925233644,201.78,True
Delaware,133,510,no,no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,0.5439097744360901,191.14000000000004,False
Illinois,116,510,no,no,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,0.5475000000000001,171.66,False
Washington,63,408,no,no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,1.1147619047619048,188.0,False
Massachusetts,119,408,yes,yes,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,0.41168067226890753,130.05,True
Ohio,133,408,yes,no,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,0.5632330827067669,196.95,True
Tennessee,94,408,yes,no,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0.6313829787234043,162.09,False
Massachusetts,69,510,no,no,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,0.9804347826086958,179.15,False
Michigan,146,408,no,no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,0.3434931506849315,130.31,True
Texas,119,510,no,no,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,0.3989915966386554,131.39000000000001,True
New Hampshire,142,408,yes,yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,0.4092253521126761,151.06,False
Maryland,123,408,no,no,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,0.5313821138211382,170.57999999999998,False
Mississippi,101,408,no,no,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,0.7921782178217822,207.71999999999997,True
Arizona,43,415,no,no,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,1.4967441860465116,171.88,False
Indiana,69,408,no,no,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,0.9068115942028987,165.30999999999997,False
New York,15,510,yes,no,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,3.4213333333333336,127.10000000000002,False
Wisconsin,107,510,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0.6016822429906542,161.76,False
West Virginia,67,510,no,no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,0.8513432835820895,155.64,False
New York,99,415,no,no,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0.5619191919191918,147.64,False
Oklahoma,46,415,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,1.2478260869565216,149.46999999999997,False
North Carolina,55,408,yes,no,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,1.178909090909091,163.2,False
Kentucky,39,415,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,2.1092307692307695,210.23,True
Texas,92,510,no,no,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0.5461956521739131,129.83,False
Connecticut,56,415,no,no,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,0.9957142857142857,136.96000000000004,True
Nebraska,76,415,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1.0411842105263158,205.09,True
Hawaii,132,408,yes,yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,0.4980303030303031,176.56,False
South Carolina,140,510,no,yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,0.3761428571428571,140.52999999999997,False
Alaska,51,510,yes,yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,1.0219607843137255,138.00000000000003,False
South Dakota,27,408,no,no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,2.621851851851852,182.95999999999998,False
Idaho,224,510,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,0.20125,118.97999999999999,False
Oklahoma,105,510,yes,yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,0.4491428571428571,119.87999999999998,True
Washington,117,408,no,no,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,0.5435042735042735,171.56,False
South Dakota,91,415,no,no,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,0.532967032967033,122.44000000000001,True
Ohio,135,415,no,no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0.4776296296296297,169.80000000000004,False
Virginia,146,415,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,0.43246575342465754,154.84,False
Wisconsin,147,415,yes,no,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,0.42931972789115647,161.85,True
Indiana,68,510,no,no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1.1588235294117648,204.81,True
New Mexico,68,408,no,no,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0.7102941176470589,120.51,False
Hawaii,86,408,no,yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,0.6954651162790697,155.86,False
Kentucky,131,415,no,no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0.46122137404580155,157.05999999999997,False
Ohio,86,415,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,0.8180232558139536,182.48000000000005,False
Vermont,159,415,no,no,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,0.4722012578616352,190.44,True
Arizona,134,415,no,yes,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,0.35664179104477617,122.60000000000001,False
Vermont,113,510,no,no,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,0.611858407079646,182.45999999999998,False
Missouri,132,408,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0.48924242424242426,167.2,False
Alabama,85,415,no,no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0.7691764705882352,166.96,False
New Jersey,93,510,yes,yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,0.6560215053763441,155.57999999999998,True
Washington,174,408,no,yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,0.32040229885057475,150.01000000000002,True
New York,61,415,no,no,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,0.9572131147540983,147.64000000000001,False
,91,415,no,yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0.4818681318681319,111.60000000000001,False
Nebraska,88,408,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0.7356818181818183,175.55,False
Massachusetts,88,408,no,yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0.5005681818181819,119.99000000000001,False
Vermont,195,415,no,yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,0.3634358974358974,189.99999999999997,False
New Mexico,182,415,no,no,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0.24527472527472524,123.7,False
Colorado,118,408,no,no,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,0.531271186440678,163.19,False
New Hampshire,103,408,no,no,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,0.5119417475728155,132.77,True
Illinois,65,510,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0.8372307692307692,137.89000000000001,False
Utah,61,408,no,yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0.7565573770491804,118.92999999999999,False
West Virginia,172,415,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0.39662790697674427,175.45999999999998,False
New Jersey,72,415,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0.7668055555555555,136.24,False
New Mexico,113,510,no,no,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0.5088495575221239,148.34,False
North Dakota,177,408,no,no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0.34581920903954805,153.82,False
Washington,100,408,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,0.43329999999999996,116.18,True
New Mexico,67,415,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,0.967462686567164,166.28,False
Delaware,136,415,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,0.31764705882352945,116.12,False
Georgia,71,415,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0.9230985915492959,160.38000000000002,False
Hawaii,134,408,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,0.5352238805970149,176.72000000000003,False
Connecticut,124,415,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0.5111290322580645,170.52,False
New Jersey,84,415,no,no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0.749047619047619,161.5,False
Maine,39,408,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,1.4112820512820512,143.88,False
Oklahoma,110,510,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0.45945454545454545,119.53999999999999,False
Tennessee,102,510,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,0.49294117647058827,139.79000000000002,False
Wyoming,70,415,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,0.8320000000000001,146.39000000000001,False
New York,142,415,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,0.3877464788732394,144.17,False
Delaware,81,510,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0.8159259259259259,169.9,False
Rhode Island,17,415,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,3.657058823529412,161.78,False
Pennsylvania,119,408,no,no,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,0.6641176470588236,205.6,True
Hawaii,105,415,no,no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,0.8088571428571428,224.99000000000004,True
Maryland,108,415,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,0.4722222222222222,136.83,True
Virginia,90,415,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0.4282222222222222,95.33,False
Indiana,100,415,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,0.5809000000000001,152.6,False
Oregon,155,408,no,yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0.33,140.42000000000002,False
Arizona,113,510,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,0.4572566371681415,138.66,True
Wisconsin,123,415,no,no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,0.4609756097560976,144.13,False
Virginia,145,408,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,0.4112413793103448,147.62,False
Missouri,42,415,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,1.5083333333333333,163.03,False
Nevada,125,510,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0.45984,146.63000000000002,False
Hawaii,131,415,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,0.44778625954198475,160.04999999999998,False
Washington,107,415,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,0.637196261682243,181.50999999999996,False
Illinois,48,408,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,1.2270833333333333,155.48,False
Illinois,76,510,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,0.8180263157894737,162.57999999999998,False
Louisiana,128,415,no,no,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,0.46273437500000003,158.88000000000002,False
Wisconsin,73,415,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,0.8278082191780823,163.63000000000002,False
Texas,52,415,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,0.9134615384615384,119.83000000000001,True
Michigan,126,415,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,0.36920634920634926,126.94000000000001,False
North Carolina,124,415,no,no,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0.4757258064516129,152.73999999999998,False
Washington,137,408,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,0.4935766423357665,175.49,False
North Dakota,71,510,no,no,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1.07056338028169,200.42000000000002,True
Nebraska,139,415,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,0.4584172661870504,167.01999999999998,False
Mississippi,107,510,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,0.5794392523364486,165.26,False
Kentucky,147,408,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,0.4306802721088436,163.70999999999998,False
Rhode Island,116,510,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,0.3687068965517242,105.57000000000001,False
New York,60,510,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,1.1308333333333331,185.27,False
Texas,38,510,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,1.0686842105263157,93.47,False
Delaware,63,408,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,0.8163492063492063,139.26,False
New Mexico,94,415,no,no,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0.5645744680851065,142.16,False
Rhode Island,131,415,no,no,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,0.345648854961832,121.22999999999999,False
Mississippi,158,510,no,no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0.3629746835443038,147.57999999999998,False
New York,139,510,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,0.48352517985611504,168.76000000000002,True
Nebraska,77,415,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,0.7220779220779221,146.76,False
Wisconsin,140,415,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0.3802857142857143,143.89,False
Kentucky,72,408,no,no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,0.7749999999999999,144.95999999999998,False
South Dakota,52,510,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,1.043076923076923,142.23999999999998,False
Virginia,103,510,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0.5777669902912621,152.91,False
Kansas,74,415,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0.9333783783783784,194.39000000000001,False
North Dakota,124,415,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,0.45830645161290323,152.45999999999998,False
Colorado,85,510,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,0.9051764705882355,204.09999999999997,False
Kentucky,113,408,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,0.4878761061946903,142.96,True
Washington,71,408,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,0.6516901408450705,119.15,False
Nevada,177,415,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0.3858757062146893,179.63,False
South Carolina,49,415,yes,no,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1.427551020408163,177.09000000000003,True
